1,4-alpha-glucan branching enzyme 1	GBE1	GLGB_HUMAN
ADAM metallopeptidase domain 15	ADAM15	ADA15_HUMAN
ADAM metallopeptidase domain 15	ADAM15	ADA15_HUMAN
ADAM metallopeptidase domain 15	ADAM15	ADA15_HUMAN
ADAM metallopeptidase domain 15	ADAM15	ADA15_HUMAN
ADAM metallopeptidase domain 15	ADAM15	ADA15_HUMAN
ADAM metallopeptidase domain 15	ADAM15	ADA15_HUMAN
ADAM metallopeptidase domain 15	ADAM15	ADA15_HUMAN
ADAM metallopeptidase domain 15	ADAM15	ADA15_HUMAN
ADAM metallopeptidase domain 15	ADAM15	ADA15_HUMAN
ADAM metallopeptidase domain 15	ADAM15	ADA15_HUMAN
ADAM metallopeptidase domain 15	ADAM15	ADA15_HUMAN
ADAM metallopeptidase domain 17	ADAM17	ADA17_HUMAN
ADAM metallopeptidase domain 17	ADAM17	ADA17_HUMAN
ADAM metallopeptidase domain 18	ADAM18	ADA18_HUMAN
ADAM metallopeptidase domain 18	ADAM18	ADA18_HUMAN
ADAM metallopeptidase domain 18	ADAM18	ADA18_HUMAN
ADAM metallopeptidase domain 18	ADAM18	Q0VAI3_HUMAN
ADAM metallopeptidase domain 19	ADAM19	ADA19_HUMAN
ADAM metallopeptidase domain 19	ADAM19	ADA19_HUMAN
ADAM metallopeptidase domain 2	ADAM2	ADAM2_HUMAN
ADAM metallopeptidase domain 2	ADAM2	ADAM2_HUMAN
ADAM metallopeptidase domain 2	ADAM2	B4DWY7_HUMAN
ADAM metallopeptidase domain 2	ADAM2	Q6P2G0_HUMAN
ADAM metallopeptidase domain 20	ADAM20	A0A494C0E3_HUMAN
ADAM metallopeptidase domain 20	ADAM20	ADA20_HUMAN
ADAM metallopeptidase domain 21	ADAM21	ADA21_HUMAN
ADAM metallopeptidase domain 22	ADAM22	ADA22_HUMAN
ADAM metallopeptidase domain 22	ADAM22	ADA22_HUMAN
ADAM metallopeptidase domain 22	ADAM22	ADA22_HUMAN
ADAM metallopeptidase domain 22	ADAM22	ADA22_HUMAN
ADAM metallopeptidase domain 22	ADAM22	ADA22_HUMAN
ADAM metallopeptidase domain 22	ADAM22	Q08AL8_HUMAN
ADAM metallopeptidase domain 23	ADAM23	ADA23_HUMAN
ADAM metallopeptidase domain 23	ADAM23	ADA23_HUMAN
ADAM metallopeptidase domain 23	ADAM23	ADA23_HUMAN
ADAM metallopeptidase domain 23	ADAM23	E7EWD3_HUMAN
ADAM metallopeptidase domain 28	ADAM28	A0A384NKT9_HUMAN
ADAM metallopeptidase domain 28	ADAM28	ADA28_HUMAN
ADAM metallopeptidase domain 28	ADAM28	ADA28_HUMAN
ADAM metallopeptidase domain 29	ADAM29	ADA29_HUMAN
ADAM metallopeptidase domain 29	ADAM29	ADA29_HUMAN
ADAM metallopeptidase domain 29	ADAM29	ADA29_HUMAN
ADAM metallopeptidase domain 30	ADAM30	ADA30_HUMAN
ADAM metallopeptidase domain 30	ADAM30	ADA30_HUMAN
ADAM metallopeptidase domain 30	ADAM30	Q8TBZ7_HUMAN
ADAM metallopeptidase domain 32	ADAM32	A0A140VJD9_HUMAN
ADAM metallopeptidase domain 32	ADAM32	ADA32_HUMAN
ADAM metallopeptidase domain 32	ADAM32	B4DTC2_HUMAN
ADAM metallopeptidase domain 33	ADAM33	A2A2L3_HUMAN
ADAM metallopeptidase domain 33	ADAM33	ADA33_HUMAN
ADAM metallopeptidase domain 33	ADAM33	ADA33_HUMAN
ADAM metallopeptidase domain 33	ADAM33	ADA33_HUMAN
ADAM metallopeptidase domain 7	ADAM7	ADAM7_HUMAN
ADAM metallopeptidase domain 7	ADAM7	ADAM7_HUMAN
ADAM metallopeptidase domain 8	ADAM8	ADAM8_HUMAN
ADAM metallopeptidase domain 8	ADAM8	ADAM8_HUMAN
ADAM metallopeptidase domain 8	ADAM8	ADAM8_HUMAN
ADAM metallopeptidase domain 8	ADAM8	Q14C66_HUMAN
ADAM metallopeptidase domain 9	ADAM9	ADAM9_HUMAN
ADAM metallopeptidase domain 9	ADAM9	ADAM9_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 1	ADAMTS1	ATS1_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 1	ADAMTS1	B2RB33_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 10	ADAMTS10	A0A0A0MQW6_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 10	ADAMTS10	ATS10_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 10	ADAMTS10	ATS10_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 10	ADAMTS10	Q6ZN14_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 12	ADAMTS12	ATS12_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 12	ADAMTS12	ATS12_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 12	ADAMTS12	ATS12_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 12	ADAMTS12	D6REX0_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 13	ADAMTS13	ATS13_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 13	ADAMTS13	ATS13_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 13	ADAMTS13	ATS13_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 13	ADAMTS13	ATS13_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 14	ADAMTS14	ATS14_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 14	ADAMTS14	ATS14_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 14	ADAMTS14	ATS14_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 14	ADAMTS14	ATS14_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 15	ADAMTS15	ATS15_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 16	ADAMTS16	ATS16_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 16	ADAMTS16	ATS16_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 16	ADAMTS16	Q2XQZ0_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 17	ADAMTS17	ATS17_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 17	ADAMTS17	ATS17_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 17	ADAMTS17	H3BRA9_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 18	ADAMTS18	ATS18_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 18	ADAMTS18	ATS18_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 18	ADAMTS18	Q6ZN25_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 19	ADAMTS19	A0A1X7SBR9_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 19	ADAMTS19	ATS19_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 2	ADAMTS2	ATS2_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 2	ADAMTS2	ATS2_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 20	ADAMTS20	ATS20_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 20	ADAMTS20	ATS20_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 20	ADAMTS20	ATS20_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 3	ADAMTS3	ATS3_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 3	ADAMTS3	B7Z2U9_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 4	ADAMTS4	ATS4_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 4	ADAMTS4	ATS4_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 5	ADAMTS5	ATS5_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 6	ADAMTS6	ATS6_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 6	ADAMTS6	ATS6_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 6	ADAMTS6	ATS6_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 6	ADAMTS6	ATS6_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 7	ADAMTS7	ATS7_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 8	ADAMTS8	ATS8_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 9	ADAMTS9	ATS9_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 9	ADAMTS9	ATS9_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 9	ADAMTS9	ATS9_HUMAN
ADAM metallopeptidase with thrombospondin type 1 motif 9	ADAMTS9	ATS9_HUMAN
ADAMTS like 1	ADAMTSL1	ATL1_HUMAN
ADAMTS like 1	ADAMTSL1	ATL1_HUMAN
ADAMTS like 1	ADAMTSL1	ATL1_HUMAN
ADAMTS like 1	ADAMTSL1	ATL1_HUMAN
ADAMTS like 1	ADAMTSL1	ATL1_HUMAN
ADAMTS like 1	ADAMTSL1	ATL1_HUMAN
ADAMTS like 2	ADAMTSL2	ATL2_HUMAN
ADAMTS like 3	ADAMTSL3	ATL3_HUMAN
ADAMTS like 3	ADAMTSL3	ATL3_HUMAN
ADAMTS like 4	ADAMTSL4	A0A669KBE7_HUMAN
ADAMTS like 4	ADAMTSL4	B7ZMJ3_HUMAN
ADAMTS like 5	ADAMTSL5	A4QPG6_HUMAN
ADAMTS like 5	ADAMTSL5	ATL5_HUMAN
ADAMTS like 5	ADAMTSL5	ATL5_HUMAN
ADAMTS like 5	ADAMTSL5	Q0VD77_HUMAN
ADAMTS like 5	ADAMTSL5	X6R4H8_HUMAN
ADCYAP receptor type I	ADCYAP1R1	PACR_HUMAN
ADCYAP receptor type I	ADCYAP1R1	PACR_HUMAN
ADCYAP receptor type I	ADCYAP1R1	PACR_HUMAN
ADCYAP receptor type I	ADCYAP1R1	PACR_HUMAN
ADCYAP receptor type I	ADCYAP1R1	PACR_HUMAN
ADNP homeobox 2	ADNP2	ADNP2_HUMAN
ADP dependent glucokinase	ADPGK	ADPGK_HUMAN
ADP dependent glucokinase	ADPGK	ADPGK_HUMAN
ADP dependent glucokinase	ADPGK	ADPGK_HUMAN
ADP dependent glucokinase	ADPGK	ADPGK_HUMAN
ADP dependent glucokinase	ADPGK	ADPGK_HUMAN
ADP dependent glucokinase	ADPGK	ADPGK_HUMAN
ADP ribosylation factor 1	ARF1	ARF1_HUMAN
ADP ribosylation factor 3	ARF3	ARF3_HUMAN
ADP ribosylation factor 3	ARF3	ARF3_HUMAN
ADP ribosylation factor 4	ARF4	ARF4_HUMAN
ADP ribosylation factor 5	ARF5	ARF5_HUMAN
ADP ribosylation factor 6	ARF6	ARF6_HUMAN
ADP ribosylation factor GTPase activating protein 1	ARFGAP1	ARFG1_HUMAN
ADP ribosylation factor GTPase activating protein 1	ARFGAP1	ARFG1_HUMAN
ADP ribosylation factor GTPase activating protein 1	ARFGAP1	ARFG1_HUMAN
ADP ribosylation factor GTPase activating protein 1	ARFGAP1	ARFG1_HUMAN
ADP ribosylation factor GTPase activating protein 1	ARFGAP1	ARFG1_HUMAN
ADP ribosylation factor GTPase activating protein 2	ARFGAP2	ARFG2_HUMAN
ADP ribosylation factor GTPase activating protein 2	ARFGAP2	ARFG2_HUMAN
ADP ribosylation factor GTPase activating protein 2	ARFGAP2	ARFG2_HUMAN
ADP ribosylation factor GTPase activating protein 2	ARFGAP2	G5E9L0_HUMAN
ADP ribosylation factor GTPase activating protein 3	ARFGAP3	ARFG3_HUMAN
ADP ribosylation factor GTPase activating protein 3	ARFGAP3	ARFG3_HUMAN
ADP ribosylation factor guanine nucleotide exchange factor 1	ARFGEF1	BIG1_HUMAN
ADP ribosylation factor guanine nucleotide exchange factor 2	ARFGEF2	A0A7P0T7Z2_HUMAN
ADP ribosylation factor guanine nucleotide exchange factor 2	ARFGEF2	BIG2_HUMAN
ADP ribosylation factor interacting protein 1	ARFIP1	ARFP1_HUMAN
ADP ribosylation factor interacting protein 1	ARFIP1	ARFP1_HUMAN
ADP ribosylation factor interacting protein 1	ARFIP1	ARFP1_HUMAN
ADP ribosylation factor interacting protein 1	ARFIP1	B7ZA10_HUMAN
ADP ribosylation factor interacting protein 1	ARFIP1	Q8N8M9_HUMAN
ADP ribosylation factor interacting protein 2	ARFIP2	A0A087X1E4_HUMAN
ADP ribosylation factor interacting protein 2	ARFIP2	ARFP2_HUMAN
ADP ribosylation factor interacting protein 2	ARFIP2	ARFP2_HUMAN
ADP ribosylation factor interacting protein 2	ARFIP2	ARFP2_HUMAN
ADP ribosylation factor interacting protein 2	ARFIP2	B4DUZ3_HUMAN
ADP ribosylation factor interacting protein 2	ARFIP2	B4DXH2_HUMAN
ADP ribosylation factor like GTPase 1	ARL1	ARL1_HUMAN
ADP ribosylation factor like GTPase 1	ARL1	ARL1_HUMAN
ADP ribosylation factor like GTPase 1	ARL1	B4DZG7_HUMAN
ADP ribosylation factor like GTPase 10	ARL10	ARL10_HUMAN
ADP ribosylation factor like GTPase 10	ARL10	Q6PCE2_HUMAN
ADP ribosylation factor like GTPase 11	ARL11	ARL11_HUMAN
ADP ribosylation factor like GTPase 13A	ARL13A	AR13A_HUMAN
ADP ribosylation factor like GTPase 13A	ARL13A	AR13A_HUMAN
ADP ribosylation factor like GTPase 13B	ARL13B	A0A7P0T892_HUMAN
ADP ribosylation factor like GTPase 13B	ARL13B	AR13B_HUMAN
ADP ribosylation factor like GTPase 13B	ARL13B	AR13B_HUMAN
ADP ribosylation factor like GTPase 13B	ARL13B	AR13B_HUMAN
ADP ribosylation factor like GTPase 14	ARL14	ARL14_HUMAN
ADP ribosylation factor like GTPase 14 effector protein	ARL14EP	AL14E_HUMAN
ADP ribosylation factor like GTPase 14 effector protein like	ARL14EPL	A14EL_HUMAN
ADP ribosylation factor like GTPase 15	ARL15	ARL15_HUMAN
ADP ribosylation factor like GTPase 16	ARL16	ARL16_HUMAN
ADP ribosylation factor like GTPase 16	ARL16	I3L4Z7_HUMAN
ADP ribosylation factor like GTPase 17A	ARL17A	A0A087WVX3_HUMAN
ADP ribosylation factor like GTPase 17A	ARL17A	A0A087WY76_HUMAN
ADP ribosylation factor like GTPase 17A	ARL17A	ARL17_HUMAN
ADP ribosylation factor like GTPase 17A	ARL17A	ARL17_HUMAN
ADP ribosylation factor like GTPase 17A	ARL17A	ARL17_HUMAN
ADP ribosylation factor like GTPase 17A	ARL17A	I3L1V5_HUMAN
ADP ribosylation factor like GTPase 17A	ARL17A	I3L3L1_HUMAN
ADP ribosylation factor like GTPase 17B	ARL17B	ARL17_HUMAN
ADP ribosylation factor like GTPase 17B	ARL17B	ARL17_HUMAN
ADP ribosylation factor like GTPase 17B	ARL17B	ARL17_HUMAN
ADP ribosylation factor like GTPase 17B	ARL17B	I3L1V5_HUMAN
ADP ribosylation factor like GTPase 2	ARL2	ARL2_HUMAN
ADP ribosylation factor like GTPase 2	ARL2	ARL2_HUMAN
ADP ribosylation factor like GTPase 2 binding protein	ARL2BP	AR2BP_HUMAN
ADP ribosylation factor like GTPase 2 binding protein	ARL2BP	AR2BP_HUMAN
ADP ribosylation factor like GTPase 3	ARL3	ARL3_HUMAN
ADP ribosylation factor like GTPase 4A	ARL4A	ARL4A_HUMAN
ADP ribosylation factor like GTPase 4C	ARL4C	ARL4C_HUMAN
ADP ribosylation factor like GTPase 4C	ARL4C	ARL4C_HUMAN
ADP ribosylation factor like GTPase 4D	ARL4D	ARL4D_HUMAN
ADP ribosylation factor like GTPase 5A	ARL5A	ARL5A_HUMAN
ADP ribosylation factor like GTPase 5A	ARL5A	ARL5A_HUMAN
ADP ribosylation factor like GTPase 5B	ARL5B	ARL5B_HUMAN
ADP ribosylation factor like GTPase 5C	ARL5C	ARL5C_HUMAN
ADP ribosylation factor like GTPase 6	ARL6	ARL6_HUMAN
ADP ribosylation factor like GTPase 6	ARL6	ARL6_HUMAN
ADP ribosylation factor like GTPase 6 interacting protein 1	ARL6IP1	A0A024QYV7_HUMAN
ADP ribosylation factor like GTPase 6 interacting protein 4	ARL6IP4	AR6P4_HUMAN
ADP ribosylation factor like GTPase 6 interacting protein 4	ARL6IP4	AR6P4_HUMAN
ADP ribosylation factor like GTPase 6 interacting protein 4	ARL6IP4	AR6P4_HUMAN
ADP ribosylation factor like GTPase 6 interacting protein 4	ARL6IP4	AR6P4_HUMAN
ADP ribosylation factor like GTPase 6 interacting protein 4	ARL6IP4	AR6P4_HUMAN
ADP ribosylation factor like GTPase 6 interacting protein 4	ARL6IP4	AR6P4_HUMAN
ADP ribosylation factor like GTPase 6 interacting protein 4	ARL6IP4	AR6P4_HUMAN
ADP ribosylation factor like GTPase 6 interacting protein 5	ARL6IP5	PRAF3_HUMAN
ADP ribosylation factor like GTPase 6 interacting protein 6	ARL6IP6	AR6P6_HUMAN
ADP ribosylation factor like GTPase 6 interacting protein 6	ARL6IP6	B3KMZ5_HUMAN
ADP ribosylation factor like GTPase 8A	ARL8A	A0A087X2J2_HUMAN
ADP ribosylation factor like GTPase 8A	ARL8A	ARL8A_HUMAN
ADP ribosylation factor like GTPase 8B	ARL8B	ARL8B_HUMAN
ADP ribosylation factor like GTPase 8B	ARL8B	ARL8B_HUMAN
ADP ribosylation factor like GTPase 9	ARL9	ARL9_HUMAN
ADP ribosylation factor like GTPase 9	ARL9	ARL9_HUMAN
ADP ribosylation factor related protein 1	ARFRP1	ARFRP_HUMAN
ADP ribosylation factor related protein 1	ARFRP1	ARFRP_HUMAN
ADP ribosylation factor related protein 1	ARFRP1	ARFRP_HUMAN
ADP ribosylation factor related protein 1	ARFRP1	ARFRP_HUMAN
ADP ribosylation factor related protein 1	ARFRP1	B7ZKY8_HUMAN
ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	ADPRM	ADPRM_HUMAN
ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	ADPRM	ADPRM_HUMAN
ADP-ribosylarginine hydrolase	ADPRH	A8K6X2_HUMAN
ADP-ribosylarginine hydrolase	ADPRH	ADPRH_HUMAN
ADP-ribosylarginine hydrolase	ADPRH	B4E341_HUMAN
ADP-ribosylhydrolase like 1	ADPRHL1	ARHL1_HUMAN
ADP-ribosylhydrolase like 1	ADPRHL1	ARHL1_HUMAN
ADP-ribosylserine hydrolase	ADPRS	ADPRS_HUMAN
ADP-ribosylserine hydrolase	ADPRS	B7ZAN4_HUMAN
ADP-ribosyltransferase 1	ART1	NAR1_HUMAN
ADP-ribosyltransferase 3 (inactive)	ART3	NAR3_HUMAN
ADP-ribosyltransferase 3 (inactive)	ART3	NAR3_HUMAN
ADP-ribosyltransferase 3 (inactive)	ART3	NAR3_HUMAN
ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)	ART4	NAR4_HUMAN
ADP-ribosyltransferase 5	ART5	NAR5_HUMAN
ADP-ribosyltransferase 5	ART5	NAR5_HUMAN
ADRM1 26S proteasome ubiquitin receptor	ADRM1	A0A087WX59_HUMAN
ADRM1 26S proteasome ubiquitin receptor	ADRM1	ADRM1_HUMAN
AE binding protein 1	AEBP1	AEBP1_HUMAN
AE binding protein 1	AEBP1	AEBP1_HUMAN
AE binding protein 2	AEBP2	AEBP2_HUMAN
AE binding protein 2	AEBP2	AEBP2_HUMAN
AE binding protein 2	AEBP2	AEBP2_HUMAN
AF4/FMR2 family member 1	AFF1	AFF1_HUMAN
AF4/FMR2 family member 1	AFF1	AFF1_HUMAN
AF4/FMR2 family member 1	AFF1	AFF1_HUMAN
AF4/FMR2 family member 1	AFF1	B4DJU9_HUMAN
AF4/FMR2 family member 1	AFF1	Q14C88_HUMAN
AF4/FMR2 family member 2	AFF2	AFF2_HUMAN
AF4/FMR2 family member 2	AFF2	AFF2_HUMAN
AF4/FMR2 family member 2	AFF2	AFF2_HUMAN
AF4/FMR2 family member 2	AFF2	AFF2_HUMAN
AF4/FMR2 family member 2	AFF2	AFF2_HUMAN
AF4/FMR2 family member 2	AFF2	AFF2_HUMAN
AF4/FMR2 family member 2	AFF2	AFF2_HUMAN
AF4/FMR2 family member 3	AFF3	AFF3_HUMAN
AF4/FMR2 family member 3	AFF3	AFF3_HUMAN
AF4/FMR2 family member 3	AFF3	Q8NAP7_HUMAN
AF4/FMR2 family member 4	AFF4	AFF4_HUMAN
AF4/FMR2 family member 4	AFF4	AFF4_HUMAN
AF4/FMR2 family member 4	AFF4	AFF4_HUMAN
AFG1 like ATPase	AFG1L	AFG1L_HUMAN
AFG3 like matrix AAA peptidase subunit 2	AFG3L2	AFG32_HUMAN
AGBL carboxypeptidase 1	AGBL1	CBPC4_HUMAN
AGBL carboxypeptidase 2	AGBL2	CBPC2_HUMAN
AGBL carboxypeptidase 2	AGBL2	CBPC2_HUMAN
AGBL carboxypeptidase 2	AGBL2	CBPC2_HUMAN
AGBL carboxypeptidase 3	AGBL3	CBPC3_HUMAN
AGBL carboxypeptidase 3	AGBL3	CBPC3_HUMAN
AGBL carboxypeptidase 3	AGBL3	CBPC3_HUMAN
AGBL carboxypeptidase 3	AGBL3	CBPC3_HUMAN
AGBL carboxypeptidase 4	AGBL4	CBPC6_HUMAN
AGBL carboxypeptidase 4	AGBL4	CBPC6_HUMAN
AGBL carboxypeptidase 5	AGBL5	CBPC5_HUMAN
AGBL carboxypeptidase 5	AGBL5	CBPC5_HUMAN
AGBL carboxypeptidase 5	AGBL5	CBPC5_HUMAN
AHNAK nucleoprotein	AHNAK	AHNK_HUMAN
AHNAK nucleoprotein	AHNAK	AHNK_HUMAN
AHNAK nucleoprotein	AHNAK	Q9BVU3_HUMAN
AHNAK nucleoprotein 2	AHNAK2	AHNK2_HUMAN
AHNAK nucleoprotein 2	AHNAK2	AHNK2_HUMAN
AHNAK nucleoprotein 2	AHNAK2	AHNK2_HUMAN
AKNA domain containing 1	AKNAD1	AKND1_HUMAN
AKNA domain containing 1	AKNAD1	AKND1_HUMAN
AKNA domain containing 1	AKNAD1	AKND1_HUMAN
AKNA domain containing 1	AKNAD1	AKND1_HUMAN
AKT interacting protein	AKTIP	A0A024R6S6_HUMAN
AKT interacting protein	AKTIP	AKTIP_HUMAN
AKT interacting protein	AKTIP	AKTIP_HUMAN
AKT serine/threonine kinase 1	AKT1	AKT1_HUMAN
AKT serine/threonine kinase 1	AKT1	AKT1_HUMAN
AKT serine/threonine kinase 1	AKT1	B3KVH4_HUMAN
AKT serine/threonine kinase 2	AKT2	AKT2_HUMAN
AKT serine/threonine kinase 2	AKT2	AKT2_HUMAN
AKT serine/threonine kinase 2	AKT2	B4DG79_HUMAN
AKT serine/threonine kinase 3	AKT3	A0A5F9ZHU3_HUMAN
AKT serine/threonine kinase 3	AKT3	AKT3_HUMAN
AKT serine/threonine kinase 3	AKT3	AKT3_HUMAN
AKT1 substrate 1	AKT1S1	AKTS1_HUMAN
AKT1 substrate 1	AKT1S1	AKTS1_HUMAN
AKT1 substrate 1	AKT1S1	AKTS1_HUMAN
ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1	ALG1_HUMAN
ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1	ALG1_HUMAN
ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2	ALG1L2	AG1L2_HUMAN
ALG10 alpha-1,2-glucosyltransferase	ALG10	AG10A_HUMAN
ALG10 alpha-1,2-glucosyltransferase B	ALG10B	AG10B_HUMAN
ALG11 alpha-1,2-mannosyltransferase	ALG11	ALG11_HUMAN
ALG12 alpha-1,6-mannosyltransferase	ALG12	ALG12_HUMAN
ALG13 UDP-N-acetylglucosaminyltransferase subunit	ALG13	A0A087WT15_HUMAN
ALG13 UDP-N-acetylglucosaminyltransferase subunit	ALG13	A0A087WX43_HUMAN
ALG13 UDP-N-acetylglucosaminyltransferase subunit	ALG13	ALG13_HUMAN
ALG13 UDP-N-acetylglucosaminyltransferase subunit	ALG13	ALG13_HUMAN
ALG13 UDP-N-acetylglucosaminyltransferase subunit	ALG13	ALG13_HUMAN
ALG13 UDP-N-acetylglucosaminyltransferase subunit	ALG13	ALG13_HUMAN
ALG14 UDP-N-acetylglucosaminyltransferase subunit	ALG14	ALG14_HUMAN
ALG2 alpha-1,3/1,6-mannosyltransferase	ALG2	ALG2_HUMAN
ALG2 alpha-1,3/1,6-mannosyltransferase	ALG2	ALG2_HUMAN
ALG3 alpha-1,3- mannosyltransferase	ALG3	ALG3_HUMAN
ALG3 alpha-1,3- mannosyltransferase	ALG3	ALG3_HUMAN
ALG3 alpha-1,3- mannosyltransferase	ALG3	C9J7S5_HUMAN
ALG5 dolichyl-phosphate beta-glucosyltransferase	ALG5	ALG5_HUMAN
ALG5 dolichyl-phosphate beta-glucosyltransferase	ALG5	ALG5_HUMAN
ALG6 alpha-1,3-glucosyltransferase	ALG6	ALG6_HUMAN
ALG8 alpha-1,3-glucosyltransferase	ALG8	ALG8_HUMAN
ALG8 alpha-1,3-glucosyltransferase	ALG8	ALG8_HUMAN
ALG8 alpha-1,3-glucosyltransferase	ALG8	E9PR58_HUMAN
ALG9 alpha-1,2-mannosyltransferase	ALG9	ALG9_HUMAN
ALG9 alpha-1,2-mannosyltransferase	ALG9	ALG9_HUMAN
ALG9 alpha-1,2-mannosyltransferase	ALG9	ALG9_HUMAN
ALG9 alpha-1,2-mannosyltransferase	ALG9	ALG9_HUMAN
ALK and LTK ligand 1	ALKAL1	ALKL1_HUMAN
ALK and LTK ligand 1	ALKAL1	ALKL1_HUMAN
ALK and LTK ligand 2	ALKAL2	ALKL2_HUMAN
ALK and LTK ligand 2	ALKAL2	ALKL2_HUMAN
ALK receptor tyrosine kinase	ALK	ALK_HUMAN
ALK receptor tyrosine kinase	ALK	B6D4Y2_HUMAN
ALMS1 centrosome and basal body associated protein	ALMS1	ALMS1_HUMAN
ALMS1 centrosome and basal body associated protein	ALMS1	ALMS1_HUMAN
ALMS1 centrosome and basal body associated protein	ALMS1	ALMS1_HUMAN
ALS2 C-terminal like	ALS2CL	AL2CL_HUMAN
ALS2 C-terminal like	ALS2CL	AL2CL_HUMAN
ALS2 C-terminal like	ALS2CL	AL2CL_HUMAN
ALS2 C-terminal like	ALS2CL	AL2CL_HUMAN
ALS2 C-terminal like	ALS2CL	AL2CL_HUMAN
ALS2 C-terminal like	ALS2CL	AL2CL_HUMAN
ALX homeobox 1	ALX1	ALX1_HUMAN
ALX homeobox 3	ALX3	ALX3_HUMAN
ALX homeobox 4	ALX4	ALX4_HUMAN
AMMECR nuclear protein 1	AMMECR1	AMMR1_HUMAN
AMMECR nuclear protein 1	AMMECR1	AMMR1_HUMAN
AMMECR nuclear protein 1	AMMECR1	AMMR1_HUMAN
AMMECR nuclear protein 1	AMMECR1	AMMR1_HUMAN
AMMECR1 like	AMMECR1L	A0A7P0T9C2_HUMAN
AMMECR1 like	AMMECR1L	A0A7P0Z454_HUMAN
AMMECR1 like	AMMECR1L	AMERL_HUMAN
ANKH inorganic pyrophosphate transport regulator	ANKH	ANKH_HUMAN
ANKH inorganic pyrophosphate transport regulator	ANKH	ANKH_HUMAN
ANKHD1-EIF4EBP3 readthrough	ANKHD1-EIF4EBP3	ANKH1_HUMAN
ANKHD1-EIF4EBP3 readthrough	ANKHD1-EIF4EBP3	ANKH1_HUMAN
ANKHD1-EIF4EBP3 readthrough	ANKHD1-EIF4EBP3	ANKH1_HUMAN
ANKHD1-EIF4EBP3 readthrough	ANKHD1-EIF4EBP3	ANKH1_HUMAN
ANKHD1-EIF4EBP3 readthrough	ANKHD1-EIF4EBP3	ANKH1_HUMAN
ANKHD1-EIF4EBP3 readthrough	ANKHD1-EIF4EBP3	ANKH1_HUMAN
ANTXR cell adhesion molecule 1	ANTXR1	ANTR1_HUMAN
